person_id,A_10_1,A_10_2,A_10_3,A_10_4,A_10_5,A_11_1,A_11_2,A_11_3,A_11_4,A_11_5,A_12_1,A_12_2,A_12_3,A_12_4,A_12_5,A_13_1,A_13_2,A_13_3,A_13_4,A_13_5,A_14_1,A_14_2,A_14_3,A_14_4,A_14_5,A_15_1,A_15_2,A_15_3,A_15_4,A_15_5,A_16_1,A_16_2,A_16_3,A_16_4,A_16_5,A_17_1,A_17_2,A_17_3,A_17_4,A_17_5,A_18_1,A_18_2,A_18_3,A_18_4,A_18_5,A_19_1,A_19_2,A_19_3,A_19_4,A_19_5,A_1_1,A_1_2,A_1_3,A_1_4,A_1_5,A_20_1,A_20_2,A_20_3,A_20_4,A_20_5,A_21_1,A_21_2,A_21_3,A_21_4,A_21_5,A_22_1,A_22_2,A_22_3,A_22_4,A_22_5,A_23_1,A_23_2,A_23_3,A_23_4,A_23_5,A_24_1,A_24_2,A_24_3,A_24_4,A_24_5,A_25_1,A_25_2,A_25_3,A_25_4,A_25_5,A_2_1,A_2_2,A_2_3,A_2_4,A_2_5,A_3_1,A_3_2,A_3_3,A_3_4,A_3_5,A_4_1,A_4_2,A_4_3,A_4_4,A_4_5,A_5_1,A_5_2,A_5_3,A_5_4,A_5_5,A_6_1,A_6_2,A_6_3,A_6_4,A_6_5,A_7_1,A_7_2,A_7_3,A_7_4,A_7_5,A_8_1,A_8_2,A_8_3,A_8_4,A_8_5,A_9_1,A_9_2,A_9_3,A_9_4,A_9_5,B_10_1,B_10_2,B_10_3,B_10_4,B_10_5,B_11_1,B_11_2,B_11_3,B_11_4,B_11_5,B_12_1,B_12_2,B_12_3,B_12_4,B_12_5,B_13_1,B_13_2,B_13_3,B_13_4,B_13_5,B_14_1,B_14_2,B_14_3,B_14_4,B_14_5,B_15_1,B_15_2,B_15_3,B_15_4,B_15_5,B_16_1,B_16_2,B_16_3,B_16_4,B_16_5,B_17_1,B_17_2,B_17_3,B_17_4,B_17_5,B_18_1,B_18_2,B_18_3,B_18_4,B_18_5,B_19_1,B_19_2,B_19_3,B_19_4,B_19_5,B_1_1,B_1_2,B_1_3,B_1_4,B_1_5,B_20_1,B_20_2,B_20_3,B_20_4,B_20_5,B_21_1,B_21_2,B_21_3,B_21_4,B_21_5,B_22_1,B_22_2,B_22_3,B_22_4,B_22_5,B_23_1,B_23_2,B_23_3,B_23_4,B_23_5,B_24_1,B_24_2,B_24_3,B_24_4,B_24_5,B_25_1,B_25_2,B_25_3,B_25_4,B_25_5,B_2_1,B_2_2,B_2_3,B_2_4,B_2_5,B_3_1,B_3_2,B_3_3,B_3_4,B_3_5,B_4_1,B_4_2,B_4_3,B_4_4,B_4_5,B_5_1,B_5_2,B_5_3,B_5_4,B_5_5,B_6_1,B_6_2,B_6_3,B_6_4,B_6_5,B_7_1,B_7_2,B_7_3,B_7_4,B_7_5,B_8_1,B_8_2,B_8_3,B_8_4,B_8_5,B_9_1,B_9_2,B_9_3,B_9_4,B_9_5,C_10_1,C_10_2,C_10_3,C_10_4,C_10_5,C_11_1,C_11_2,C_11_3,C_11_4,C_11_5,C_12_1,C_12_2,C_12_3,C_12_4,C_12_5,C_13_1,C_13_2,C_13_3,C_13_4,C_13_5,C_14_1,C_14_2,C_14_3,C_14_4,C_14_5,C_15_1,C_15_2,C_15_3,C_15_4,C_15_5,C_16_1,C_16_2,C_16_3,C_16_4,C_16_5,C_17_1,C_17_2,C_17_3,C_17_4,C_17_5,C_18_1,C_18_2,C_18_3,C_18_4,C_18_5,C_19_1,C_19_2,C_19_3,C_19_4,C_19_5,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_20_1,C_20_2,C_20_3,C_20_4,C_20_5,C_21_1,C_21_2,C_21_3,C_21_4,C_21_5,C_22_1,C_22_2,C_22_3,C_22_4,C_22_5,C_23_1,C_23_2,C_23_3,C_23_4,C_23_5,C_24_1,C_24_2,C_24_3,C_24_4,C_24_5,C_25_1,C_25_2,C_25_3,C_25_4,C_25_5,C_2_1,C_2_2,C_2_3,C_2_4,C_2_5,C_3_1,C_3_2,C_3_3,C_3_4,C_3_5,C_4_1,C_4_2,C_4_3,C_4_4,C_4_5,C_5_1,C_5_2,C_5_3,C_5_4,C_5_5,C_6_1,C_6_2,C_6_3,C_6_4,C_6_5,C_7_1,C_7_2,C_7_3,C_7_4,C_7_5,C_8_1,C_8_2,C_8_3,C_8_4,C_8_5,C_9_1,C_9_2,C_9_3,C_9_4,C_9_5
MEMIT_gpt2-xl,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ROME_gpt2-xl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
